question,prompt,generated_text,pred_answer,gold_answer,is_correct
The Zuchs created the Morgan Center  _  .,"Question: The Zuchs created the Morgan Center  _  . 

Options:
A) to help their daughter to realize her dream
B) to invite other children to play with their daughter
C) to build a school for their daughter and her friends
D) to provide a healthy place for children with cancer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The Zuchs created the Morgan Center  _  . 

Options:
A) to help their daughter to realize her dream
B) to invite other children to play with their daughter
C) to build a school for their daughter and her friends
D) to provide a healthy place for children with cancer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
What can we learn from the text?,"Question: What can we learn from the text? 

Options:
A) The kids can share all their toys there.
B) The kids can receive free medical care.
C) The kids have to keep their hands clean.
D) The kids' parents must pay for the supplies.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What can we learn from the text? 

Options:
A) The kids can share all their toys there.
B) The kids can receive free medical care.
C) The kids have to keep their hands clean.
D) The kids' parents must pay for the supplies.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
Which of the following is NOT true?,"Question: Which of the following is NOT true? 

Options:
A) Morgan has regained her health.
B) The Center is run by the government.
C) Morgan helps in the Center sometimes.
D) Both kids and parents like the Center.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is NOT true? 

Options:
A) Morgan has regained her health.
B) The Center is run by the government.
C) Morgan helps in the Center sometimes.
D) Both kids and parents like the Center.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
This text is mainly about  _  .,"Question: This text is mainly about  _  . 

Options:
A) Long Island's first preschool for kids with cancer
B) the pain that the kids in the Morgan Center suffer
C) the contributions Morgan has made to the Center
D) the Zuchs,the creators of the Morgan Center

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: This text is mainly about  _  . 

Options:
A) Long Island's first preschool for kids with cancer
B) the pain that the kids in the Morgan Center suffer
C) the contributions Morgan has made to the Center
D) the Zuchs,the creators of the Morgan Center

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
Steve Jobs didn't finish his college education because he   _  .,"Question: Steve Jobs didn't finish his college education because he   _  . 

Options:
A) wanted to start a company.
B) had financial problems.
C) took no interest in his major.
D) hated to share rooms with his friends.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Steve Jobs didn't finish his college education because he   _  . 

Options:
A) wanted to start a company.
B) had financial problems.
C) took no interest in his major.
D) hated to share rooms with his friends.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
It can be inferred that Apple  _  .,"Question: It can be inferred that Apple  _  . 

Options:
A) was founded in Oregon
B) developed from a garage
C) had a difficult beginning
D) had a successful beginning

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: It can be inferred that Apple  _  . 

Options:
A) was founded in Oregon
B) developed from a garage
C) had a difficult beginning
D) had a successful beginning

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
What can we learn from what Steve Jobs said?,"Question: What can we learn from what Steve Jobs said? 

Options:
A) Interest is key to success.
B) Hope helps us succeed.
C) Attitude is everything.
D) Courage goes with confidence.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What can we learn from what Steve Jobs said? 

Options:
A) Interest is key to success.
B) Hope helps us succeed.
C) Attitude is everything.
D) Courage goes with confidence.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,A,False
Those who take part in the reality TV shows are usually   _  .,"Question: Those who take part in the reality TV shows are usually   _  . 

Options:
A) common people
B) pop TV stars
C) attractive people
D) famous film stars

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Those who take part in the reality TV shows are usually   _  . 

Options:
A) common people
B) pop TV stars
C) attractive people
D) famous film stars

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
Who would pay for the cost of the reality TV shows according to the passage?,"Question: Who would pay for the cost of the reality TV shows according to the passage? 

Options:
A) TV producers who make reality TV shows
B) TV actors who take part in reality TV shows.
C) TV viewers who telephone reality TV shows
D) TV companies which broadcast reality TV shows

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Who would pay for the cost of the reality TV shows according to the passage? 

Options:
A) TV producers who make reality TV shows
B) TV actors who take part in reality TV shows.
C) TV viewers who telephone reality TV shows
D) TV companies which broadcast reality TV shows

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
It can be concluded from the passage that   _  .,"Question: It can be concluded from the passage that   _  . 

Options:
A) everyone is happy about reality TV.
B) reality TV will do well in many countries.
C) all the people in Europe are in favor of reality TV
D) reality TV will not be broadcast in any countries.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: It can be concluded from the passage that   _  . 

Options:
A) everyone is happy about reality TV.
B) reality TV will do well in many countries.
C) all the people in Europe are in favor of reality TV
D) reality TV will not be broadcast in any countries.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
The teacher's sweet voice and her friendly look   _  .,"Question: The teacher's sweet voice and her friendly look   _  . 

Options:
A) made every girl and boy happy
B) told the girls and boys everything about herself
C) showed that she would like to be a friend of the girls and boys'
D) meant she wanted to tell the boys and girls something interesting

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The teacher's sweet voice and her friendly look   _  . 

Options:
A) made every girl and boy happy
B) told the girls and boys everything about herself
C) showed that she would like to be a friend of the girls and boys'
D) meant she wanted to tell the boys and girls something interesting

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
A new comer will be your friend if   _  .,"Question: A new comer will be your friend if   _  . 

Options:
A) he always thinks of his old friends
B) you ask him to do something
C) he knows you
D) you talk with him in a friendly way

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: A new comer will be your friend if   _  . 

Options:
A) he always thinks of his old friends
B) you ask him to do something
C) he knows you
D) you talk with him in a friendly way

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
